country,continent,year,life_exp,hdi_index,co2_consump,gdp,services,Suicide_mortality_rate(per 100000),income_Level,Country_Code,Unemployment_Rate
Romania,Europe,2015,75.3,0.815,3.91,8970.0,46.0,11.5,Upper middle income,ROU,6.81
Romania,Europe,2016,75.3,0.82,3.83,9440.0,47.0,10.2,Upper middle income,ROU,5.9
Romania,Europe,2017,75.4,0.821,3.82,10200.0,47.1,10.1,Upper middle income,ROU,4.93
Romania,Europe,2018,75.5,0.823,3.8,10700.0,47.7,10.2,Upper middle income,ROU,4.19
Russia,Europe,2000,65.6,0.722,10.1,6490.0,56.3,53.8,Upper middle income,RUS,10.58
Russia,Europe,2001,65.5,0.728,10.3,6850.0,57.8,52.4,Upper middle income,RUS,8.98
Russia,Europe,2002,65.4,0.734,10.3,7210.0,58.5,52.0,Upper middle income,RUS,7.88
Russia,Europe,2003,65.2,0.742,10.6,7770.0,59.0,51.6,Upper middle income,RUS,8.21
Russia,Europe,2004,65.5,0.748,10.6,8360.0,59.8,50.1,Upper middle income,RUS,7.76
Russia,Europe,2005,65.0,0.753,10.8,8930.0,60.6,49.8,Upper middle income,RUS,7.12
Russia,Europe,2006,66.5,0.76,11.2,9690.0,61.2,44.8,Upper middle income,RUS,7.06
Russia,Europe,2007,67.5,0.769,11.2,10500.0,61.8,41.7,Upper middle income,RUS,6.0
Russia,Europe,2008,67.7,0.775,11.4,11100.0,62.8,40.7,Upper middle income,RUS,6.21
Russia,Europe,2009,68.7,0.773,10.7,10200.0,64.2,38.4,Upper middle income,RUS,8.3
Russia,Europe,2010,68.8,0.781,11.3,10700.0,64.5,38.1,Upper middle income,RUS,7.37
Russia,Europe,2011,70.0,0.79,11.6,11100.0,64.9,35.9,Upper middle income,RUS,6.54
Russia,Europe,2012,70.5,0.798,11.7,11600.0,64.9,34.4,Upper middle income,RUS,5.44
Russia,Europe,2013,70.9,0.802,11.2,11700.0,65.2,33.5,Upper middle income,RUS,5.46
Russia,Europe,2014,71.0,0.807,11.2,11600.0,65.7,33.8,Upper middle income,RUS,5.16
Russia,Europe,2015,71.5,0.809,11.2,11400.0,66.0,32.0,Upper middle income,RUS,5.57
Russia,Europe,2016,72.0,0.815,11.1,11400.0,66.3,31.0,Upper middle income,RUS,5.56
Russia,Europe,2017,72.9,0.82,11.3,11600.0,67.1,28.2,Upper middle income,RUS,5.21
Russia,Europe,2018,73.0,0.823,11.7,11900.0,67.3,27.1,Upper middle income,RUS,4.85
Rwanda,Africa,2000,50.5,0.341,0.0656,345.0,8.89,15.8,Low income,RWA,0.79
Rwanda,Africa,2001,51.5,0.35,0.0634,361.0,9.12,14.0,Low income,RWA,0.84
Rwanda,Africa,2002,53.2,0.366,0.0617,399.0,9.52,12.5,Low income,RWA,0.89
Rwanda,Africa,2003,54.5,0.379,0.0594,401.0,9.97,11.0,Low income,RWA,0.94
Rwanda,Africa,2004,56.3,0.396,0.0594,425.0,10.6,9.6,Low income,RWA,0.95
Rwanda,Africa,2005,58.2,0.413,0.0583,457.0,11.2,8.8,Low income,RWA,0.96
Rwanda,Africa,2006,60.2,0.434,0.0569,488.0,11.9,8.4,Low income,RWA,0.99
Rwanda,Africa,2007,61.6,0.45,0.0585,512.0,12.5,8.0,Low income,RWA,1.01
Rwanda,Africa,2008,62.6,0.461,0.0555,554.0,13.3,7.5,Low income,RWA,1.02
Rwanda,Africa,2009,63.4,0.477,0.0571,573.0,14.0,7.0,Low income,RWA,1.06
Rwanda,Africa,2010,64.5,0.492,0.0572,599.0,14.8,6.6,Low income,RWA,1.08
Rwanda,Africa,2011,65.3,0.5,0.0629,631.0,15.6,6.2,Low income,RWA,1.1
Rwanda,Africa,2012,65.8,0.508,0.0682,669.0,16.5,6.0,Low income,RWA,1.12
Rwanda,Africa,2013,66.8,0.515,0.0724,683.0,19.8,5.8,Low income,RWA,1.15
Rwanda,Africa,2014,67.2,0.521,0.0734,708.0,23.6,5.8,Low income,RWA,1.17
Rwanda,Africa,2015,67.4,0.526,0.0816,751.0,24.9,5.7,Low income,RWA,1.15
Rwanda,Africa,2016,67.6,0.527,0.0898,775.0,25.9,5.7,Low income,RWA,1.14
Rwanda,Africa,2017,68.0,0.535,0.0912,785.0,27.1,5.6,Low income,RWA,1.14
Rwanda,Africa,2018,68.3,0.54,0.0913,830.0,28.2,5.6,Low income,RWA,1.11
Saudi Arabia,Asia,2000,70.4,0.743,14.4,17700.0,74.0,3.2,High income,SAU,4.57
Saudi Arabia,Asia,2001,70.6,0.746,14.0,17000.0,73.0,3.3,High income,SAU,4.62
Saudi Arabia,Asia,2002,70.7,0.748,14.9,16100.0,74.4,3.4,High income,SAU,5.27
Saudi Arabia,Asia,2003,70.9,0.755,14.6,17400.0,74.6,3.5,High income,SAU,5.56
Saudi Arabia,Asia,2004,71.1,0.764,17.1,18200.0,74.9,3.4,High income,SAU,5.82
Saudi Arabia,Asia,2005,71.2,0.77,16.6,18700.0,75.4,3.7,High income,SAU,6.05
Saudi Arabia,Asia,2006,71.2,0.777,17.6,18700.0,75.8,4.0,High income,SAU,6.25
Saudi Arabia,Asia,2007,71.3,0.783,15.4,18500.0,74.9,4.3,High income,SAU,5.73
Saudi Arabia,Asia,2008,71.4,0.792,16.7,19100.0,75.9,4.6,High income,SAU,5.08
Saudi Arabia,Asia,2009,71.6,0.796,17.5,18200.0,75.5,5.0,High income,SAU,5.38
Saudi Arabia,Asia,2010,71.8,0.809,18.9,18600.0,74.6,5.5,High income,SAU,5.55
Saudi Arabia,Asia,2011,72.2,0.823,17.6,19800.0,73.5,6.1,High income,SAU,5.77
Saudi Arabia,Asia,2012,72.6,0.835,19.3,20200.0,72.7,6.4,High income,SAU,5.52
Saudi Arabia,Asia,2013,72.9,0.845,18.0,20200.0,71.8,6.5,High income,SAU,5.57
Saudi Arabia,Asia,2014,73.2,0.852,19.5,20300.0,71.7,6.6,High income,SAU,5.72
Saudi Arabia,Asia,2015,73.3,0.859,19.6,20600.0,71.2,6.3,High income,SAU,5.59
Saudi Arabia,Asia,2016,73.7,0.859,19.5,20500.0,70.5,6.3,High income,SAU,5.65
Saudi Arabia,Asia,2017,74.0,0.852,19.1,19900.0,71.7,6.2,High income,SAU,5.89
Saudi Arabia,Asia,2018,74.3,0.854,18.4,20100.0,72.7,6.1,High income,SAU,6.04
Serbia,Europe,2000,71.4,0.716,4.74,3190.0,46.2,23.1,Upper middle income,SRB,12.6
Serbia,Europe,2001,71.9,0.723,5.24,3420.0,47.0,21.8,Upper middle income,SRB,12.8
Serbia,Europe,2002,72.2,0.726,5.58,3640.0,47.9,22.4,Upper middle income,SRB,13.8
Serbia,Europe,2003,72.2,0.732,6.0,3810.0,48.6,21.2,Upper middle income,SRB,15.2
Serbia,Europe,2004,72.3,0.74,6.52,4160.0,49.0,21.3,Upper middle income,SRB,18.5
Serbia,Europe,2005,72.3,0.749,5.62,4400.0,49.1,20.1,Upper middle income,SRB,20.85
Serbia,Europe,2006,72.7,0.754,6.66,4650.0,50.2,19.5,Upper middle income,SRB,20.85
Serbia,Europe,2007,73.2,0.758,6.56,4970.0,49.7,18.7,Upper middle income,SRB,18.06
Serbia,Europe,2008,73.5,0.764,5.71,5270.0,48.7,18.0,Upper middle income,SRB,13.7
Serbia,Europe,2009,73.6,0.766,5.09,5150.0,50.8,19.5,Upper middle income,SRB,16.14
Serbia,Europe,2010,74.1,0.766,5.09,5210.0,52.1,17.2,Upper middle income,SRB,19.22
Serbia,Europe,2011,74.3,0.776,5.47,5350.0,52.0,18.0,Upper middle income,SRB,22.97
Serbia,Europe,2012,74.8,0.775,4.89,5340.0,52.6,18.2,Upper middle income,SRB,24.0
Serbia,Europe,2013,74.9,0.778,5.0,5520.0,52.9,17.9,Upper middle income,SRB,22.15
Serbia,Europe,2014,75.0,0.784,4.18,5460.0,55.5,17.0,Upper middle income,SRB,19.22
Serbia,Europe,2015,75.1,0.789,4.93,5590.0,56.1,16.4,Upper middle income,SRB,17.66
Serbia,Europe,2016,75.5,0.795,5.09,5810.0,57.0,15.2,Upper middle income,SRB,15.26
Serbia,Europe,2017,75.6,0.798,5.17,5960.0,57.5,0.6,Upper middle income,SRB,13.48
Serbia,Europe,2018,75.6,0.803,5.17,6260.0,57.2,11.3,Upper middle income,SRB,12.73
Singapore,Asia,2000,79.4,0.821,12.1,34900.0,71.9,12.4,High income,SGP,3.7
Singapore,Asia,2001,79.8,0.825,12.1,33600.0,73.3,11.3,High income,SGP,3.76
Singapore,Asia,2002,80.1,0.833,11.5,34600.0,73.9,12.4,High income,SGP,5.65
Singapore,Asia,2003,80.4,0.842,7.54,36700.0,74.0,12.1,High income,SGP,5.93
Singapore,Asia,2004,80.7,0.849,6.82,39800.0,75.0,11.7,High income,SGP,5.84
Singapore,Asia,2005,81.3,0.874,7.12,41700.0,77.1,11.2,High income,SGP,5.59
Singapore,Asia,2006,81.6,0.881,7.0,44100.0,76.6,11.7,High income,SGP,4.48
Singapore,Asia,2007,81.8,0.882,4.35,46100.0,76.3,10.7,High income,SGP,3.9
Singapore,Asia,2008,82.1,0.888,7.57,44500.0,76.1,10.4,High income,SGP,3.96
Singapore,Asia,2009,82.5,0.888,11.8,43300.0,76.6,10.5,High income,SGP,5.86
Singapore,Asia,2010,82.8,0.909,11.4,48700.0,78.0,9.9,High income,SGP,4.12
Singapore,Asia,2011,83.1,0.913,8.88,50700.0,79.0,9.6,High income,SGP,3.89
Singapore,Asia,2012,83.3,0.918,9.31,51700.0,79.4,11.3,High income,SGP,3.72
Singapore,Asia,2013,83.5,0.921,10.3,53300.0,80.0,10.3,High income,SGP,3.86
Singapore,Asia,2014,83.8,0.926,10.3,54700.0,82.2,10.2,High income,SGP,3.74
Singapore,Asia,2015,84.1,0.931,11.0,55600.0,82.5,9.0,High income,SGP,3.79
Singapore,Asia,2016,84.4,0.935,6.64,56800.0,83.1,9.1,High income,SGP,4.08
Singapore,Asia,2017,84.7,0.933,7.11,59300.0,83.5,9.0,High income,SGP,4.2
Singapore,Asia,2018,84.7,0.936,7.1,61100.0,84.0,9.4,High income,SGP,3.64
Slovenia,Europe,2000,76.3,0.832,7.78,16200.0,52.7,32.0,High income,SVN,6.92
Slovenia,Europe,2001,76.3,0.843,8.25,16700.0,51.4,30.9,High income,SVN,5.68
Slovenia,Europe,2002,76.8,0.85,8.32,17300.0,51.6,29.1,High income,SVN,5.92
Slovenia,Europe,2003,77.0,0.857,8.2,17800.0,54.4,29.7,High income,SVN,6.48
Slovenia,Europe,2004,77.4,0.864,8.37,18600.0,53.9,28.7,High income,SVN,6.01
Slovenia,Europe,2005,78.1,0.869,8.5,19200.0,53.8,26.8,High income,SVN,6.51
Slovenia,Europe,2006,78.3,0.876,8.57,20300.0,54.9,27.9,High income,SVN,5.95
Slovenia,Europe,2007,78.6,0.88,8.59,21600.0,54.9,22.9,High income,SVN,4.82
Slovenia,Europe,2008,79.1,0.886,9.01,22300.0,56.3,20.6,High income,SVN,4.37
Slovenia,Europe,2009,79.4,0.885,8.03,20400.0,57.7,22.5,High income,SVN,5.86
Slovenia,Europe,2010,79.7,0.889,8.02,20600.0,58.6,20.7,High income,SVN,7.24
Slovenia,Europe,2011,80.0,0.891,7.98,20700.0,59.7,21.6,High income,SVN,8.17
Slovenia,Europe,2012,80.2,0.884,7.69,20100.0,60.6,22.0,High income,SVN,8.84
Slovenia,Europe,2013,80.5,0.893,7.36,19900.0,60.5,22.2,High income,SVN,10.1
Slovenia,Europe,2014,81.3,0.894,6.55,20400.0,59.4,19.6,High income,SVN,9.67
Slovenia,Europe,2015,81.0,0.894,6.58,20900.0,60.9,21.0,High income,SVN,8.96
Slovenia,Europe,2016,81.3,0.9,6.95,21500.0,61.8,19.0,High income,SVN,8.0
Slovenia,Europe,2017,81.3,0.907,6.87,22600.0,61.2,20.9,High income,SVN,6.56
Slovenia,Europe,2018,81.4,0.912,6.95,23500.0,61.2,17.8,High income,SVN,5.11
South Africa,Africa,2000,55.6,0.631,8.42,4510.0,62.8,22.4,Upper middle income,ZAF,29.88
South Africa,Africa,2001,54.8,0.611,8.16,4570.0,63.7,23.0,Upper middle income,ZAF,30.69
South Africa,Africa,2002,53.7,0.619,7.73,4680.0,64.5,24.3,Upper middle income,ZAF,33.29
South Africa,Africa,2003,52.7,0.619,8.66,4760.0,65.3,25.1,Upper middle income,ZAF,32.31
South Africa,Africa,2004,52.2,0.619,9.5,4910.0,66.0,24.6,Upper middle income,ZAF,29.45
South Africa,Africa,2005,52.1,0.622,8.69,5110.0,66.7,24.4,Upper middle income,ZAF,29.12
South Africa,Africa,2006,52.3,0.626,9.22,5330.0,67.5,23.6,Upper middle income,ZAF,28.34
South Africa,Africa,2007,53.2,0.632,9.47,5540.0,68.1,24.6,Upper middle income,ZAF,26.54
South Africa,Africa,2008,54.3,0.646,9.94,5640.0,68.7,26.7,Upper middle income,ZAF,22.41
South Africa,Africa,2009,55.7,0.655,9.96,5480.0,69.7,26.7,Upper middle income,ZAF,23.52
South Africa,Africa,2010,57.1,0.664,9.16,5560.0,70.8,24.6,Upper middle income,ZAF,24.68
South Africa,Africa,2011,58.7,0.665,9.16,5660.0,71.2,22.4,Upper middle income,ZAF,24.64
South Africa,Africa,2012,60.1,0.675,8.77,5690.0,71.7,22.9,Upper middle income,ZAF,24.73
South Africa,Africa,2013,61.3,0.685,8.53,5740.0,71.5,23.7,Upper middle income,ZAF,24.56
South Africa,Africa,2014,61.8,0.693,8.86,5750.0,71.9,24.1,Upper middle income,ZAF,24.89
South Africa,Africa,2015,62.3,0.701,8.35,5730.0,70.6,24.5,Upper middle income,ZAF,25.15
South Africa,Africa,2016,62.7,0.703,8.46,5670.0,71.1,24.4,Upper middle income,ZAF,26.54
South Africa,Africa,2017,63.2,0.705,8.12,5670.0,71.4,25.2,Upper middle income,ZAF,27.04
South Africa,Africa,2018,64.4,0.707,8.1,5640.0,71.7,24.1,Upper middle income,ZAF,26.91
Spain,Europe,2000,79.5,0.832,7.62,23900.0,62.5,8.6,High income,ESP,13.79
Spain,Europe,2001,79.8,0.835,7.57,24700.0,62.0,8.0,High income,ESP,10.35
Spain,Europe,2002,79.9,0.837,7.95,25000.0,63.0,8.3,High income,ESP,11.15
Spain,Europe,2003,80.0,0.84,7.91,25300.0,63.6,8.5,High income,ESP,11.28
Spain,Europe,2004,80.3,0.844,8.17,25600.0,64.3,8.5,High income,ESP,11.09
Spain,Europe,2005,80.6,0.851,8.37,26100.0,65.1,8.0,High income,ESP,9.15
Spain,Europe,2006,81.0,0.856,8.04,26800.0,65.8,7.5,High income,ESP,8.45
Spain,Europe,2007,81.2,0.86,8.09,27200.0,66.4,7.4,High income,ESP,8.23
Spain,Europe,2008,81.4,0.863,7.29,27000.0,68.1,7.8,High income,ESP,11.25
Spain,Europe,2009,81.8,0.865,6.37,25800.0,71.3,7.6,High income,ESP,17.86
Spain,Europe,2010,82.1,0.872,6.04,25700.0,72.8,6.9,High income,ESP,19.86
Spain,Europe,2011,82.3,0.878,6.04,25400.0,74.1,7.1,High income,ESP,21.39
Spain,Europe,2012,82.4,0.881,5.93,24600.0,75.1,7.7,High income,ESP,24.79
Spain,Europe,2013,82.7,0.882,5.37,24400.0,76.0,8.5,High income,ESP,26.09
Spain,Europe,2014,82.8,0.888,5.45,24800.0,76.3,8.6,High income,ESP,24.44
Spain,Europe,2015,82.8,0.895,5.81,25700.0,76.0,7.9,High income,ESP,22.06
Spain,Europe,2016,83.0,0.899,5.59,26500.0,76.2,7.8,High income,ESP,19.63
Spain,Europe,2017,83.0,0.903,5.89,27200.0,75.6,8.2,High income,ESP,17.22
Spain,Europe,2018,83.1,0.905,5.75,27700.0,75.5,7.8,High income,ESP,15.25
Sri Lanka,Asia,2000,71.5,0.691,0.54,1920.0,35.4,26.7,Lower middle income,LKA,7.74
Sri Lanka,Asia,2001,72.6,0.697,0.547,1880.0,35.9,21.8,Lower middle income,LKA,7.9
Sri Lanka,Asia,2002,73.4,0.703,0.575,1940.0,36.6,21.0,Lower middle income,LKA,8.76
Sri Lanka,Asia,2003,73.4,0.712,0.57,2040.0,37.2,20.9,Lower middle income,LKA,8.22
Sri Lanka,Asia,2004,69.0,0.719,0.627,2130.0,37.7,21.8,Lower middle income,LKA,8.38
Sri Lanka,Asia,2005,73.3,0.725,0.611,2240.0,38.3,28.6,Lower middle income,LKA,7.67
Sri Lanka,Asia,2006,73.6,0.732,0.599,2400.0,38.9,18.3,Lower middle income,LKA,6.5
Sri Lanka,Asia,2007,74.0,0.738,0.613,2540.0,39.5,20.0,Lower middle income,LKA,5.97
Sri Lanka,Asia,2008,73.3,0.746,0.6,2670.0,40.1,17.5,Lower middle income,LKA,5.22
Sri Lanka,Asia,2009,73.4,0.749,0.644,2750.0,40.7,22.7,Lower middle income,LKA,5.85
Sri Lanka,Asia,2010,74.0,0.754,0.645,2950.0,42.6,21.9,Lower middle income,LKA,4.78
Sri Lanka,Asia,2011,75.3,0.76,0.73,3180.0,42.8,17.9,Lower middle income,LKA,4.12
Sri Lanka,Asia,2012,75.5,0.766,0.77,3460.0,42.9,16.6,Lower middle income,LKA,3.88
Sri Lanka,Asia,2013,76.0,0.769,0.711,3550.0,43.8,15.2,Lower middle income,LKA,4.24
Sri Lanka,Asia,2014,76.1,0.773,0.852,3690.0,44.8,13.1,Lower middle income,LKA,4.19
Sri Lanka,Asia,2015,76.4,0.776,0.949,3840.0,45.6,15.1,Lower middle income,LKA,4.52
Sri Lanka,Asia,2016,76.6,0.773,1.1,3970.0,46.5,14.8,Lower middle income,LKA,4.24
Sri Lanka,Asia,2017,76.8,0.775,1.16,4070.0,45.5,14.4,Lower middle income,LKA,4.05
Sri Lanka,Asia,2018,77.2,0.779,1.1,4160.0,46.6,14.2,Lower middle income,LKA,4.32
Sudan,Africa,2000,63.3,0.403,0.185,1020.0,37.1,4.3,Low income,SDN,15.23
Sudan,Africa,2001,63.7,0.409,0.208,1050.0,37.4,4.2,Low income,SDN,15.18
Sudan,Africa,2002,63.9,0.415,0.259,1090.0,37.7,4.2,Low income,SDN,15.13
Sudan,Africa,2003,64.1,0.422,0.281,1140.0,38.0,4.1,Low income,SDN,15.07
Sudan,Africa,2004,64.2,0.43,0.347,1150.0,38.5,4.1,Low income,SDN,15.05
Sudan,Africa,2005,65.5,0.437,0.324,1210.0,38.7,4.2,Low income,SDN,14.97
Sudan,Africa,2006,65.8,0.443,0.347,1290.0,38.9,4.1,Low income,SDN,14.89
Sudan,Africa,2007,66.3,0.45,0.399,1400.0,39.0,4.1,Low income,SDN,14.82
Sudan,Africa,2008,66.8,0.461,0.413,1470.0,39.2,4.1,Low income,SDN,14.8
Sudan,Africa,2009,67.0,0.468,0.42,1480.0,39.6,4.1,Low income,SDN,13.0
Sudan,Africa,2010,67.4,0.469,0.417,1490.0,40.1,4.0,Low income,SDN,15.2
Sudan,Africa,2011,67.6,0.474,0.396,1630.0,40.1,4.1,Low income,SDN,17.44
Sudan,Africa,2012,68.1,0.486,0.393,1830.0,40.3,4.0,Low income,SDN,17.45
Sudan,Africa,2013,68.3,0.494,0.407,1900.0,40.7,4.0,Low income,SDN,17.41
Sudan,Africa,2014,68.7,0.499,0.407,1990.0,41.3,3.9,Low income,SDN,17.43
Sudan,Africa,2015,69.0,0.504,0.499,2020.0,41.7,3.9,Low income,SDN,17.49
Sudan,Africa,2016,69.4,0.507,0.491,2040.0,42.2,3.9,Low income,SDN,17.52
Sudan,Africa,2017,69.8,0.509,0.503,2090.0,42.8,3.8,Low income,SDN,17.53
Sudan,Africa,2018,70.1,0.506,0.504,2100.0,43.8,3.9,Low income,SDN,17.58
Sweden,Europe,2000,80.0,0.903,6.16,41100.0,72.7,15.1,High income,SWE,5.47
Sweden,Europe,2001,80.2,0.905,6.26,41600.0,73.6,16.0,High income,SWE,4.73
Sweden,Europe,2002,80.3,0.908,6.35,42400.0,74.5,15.5,High income,SWE,4.97
Sweden,Europe,2003,80.5,0.913,6.39,43200.0,74.9,14.4,High income,SWE,5.55
Sweden,Europe,2004,80.7,0.901,6.28,44900.0,75.1,14.8,High income,SWE,6.69
Sweden,Europe,2005,81.0,0.904,5.96,46000.0,75.6,15.7,High income,SWE,7.49
Sweden,Europe,2006,81.1,0.908,5.9,47900.0,75.9,15.0,High income,SWE,7.07
Sweden,Europe,2007,81.3,0.91,5.76,49100.0,76.1,14.5,High income,SWE,6.16
Sweden,Europe,2008,81.5,0.907,5.49,48500.0,76.6,15.0,High income,SWE,6.23
Sweden,Europe,2009,81.7,0.905,5.06,46000.0,77.7,15.7,High income,SWE,8.35
Sweden,Europe,2010,81.9,0.911,5.63,48400.0,78.0,14.7,High income,SWE,8.61
Sweden,Europe,2011,82.0,0.912,5.17,49500.0,78.1,14.2,High income,SWE,7.8
Sweden,Europe,2012,82.1,0.914,4.86,48900.0,78.3,15.0,High income,SWE,7.98
Sweden,Europe,2013,82.3,0.933,4.66,49000.0,78.8,15.9,High income,SWE,8.05
Sweden,Europe,2014,82.5,0.935,4.46,49900.0,79.4,14.8,High income,SWE,7.95
Sweden,Europe,2015,82.5,0.938,4.41,51500.0,79.7,15.7,High income,SWE,7.43
Sweden,Europe,2016,82.6,0.94,4.33,52000.0,79.9,14.6,High income,SWE,6.99
Sweden,Europe,2017,82.7,0.942,4.25,52600.0,80.0,15.0,High income,SWE,6.72
Sweden,Europe,2018,82.7,0.943,4.12,53000.0,80.1,14.9,High income,SWE,6.36
Switzerland,Europe,2000,80.3,0.898,6.11,74000.0,70.1,20.2,High income,CHE,2.67
Switzerland,Europe,2001,80.6,0.9,6.28,74700.0,71.2,19.6,High income,CHE,2.49
Switzerland,Europe,2002,80.9,0.899,6.02,74100.0,72.3,20.9,High income,CHE,2.92
Switzerland,Europe,2003,81.1,0.905,6.15,73600.0,73.3,18.7,High income,CHE,4.12
Switzerland,Europe,2004,81.4,0.909,6.18,75100.0,73.8,18.5,High income,CHE,4.32
Switzerland,Europe,2005,81.7,0.914,6.2,76800.0,73.6,19.0,High income,CHE,4.44
Switzerland,Europe,2006,81.9,0.92,6.09,79400.0,73.5,18.8,High income,CHE,4.0
Switzerland,Europe,2007,82.2,0.923,5.76,81800.0,73.5,19.5,High income,CHE,3.65
Switzerland,Europe,2008,82.4,0.925,5.87,83000.0,73.5,18.8,High income,CHE,3.35
Switzerland,Europe,2009,82.5,0.935,5.65,80300.0,74.6,16.0,High income,CHE,4.12
Switzerland,Europe,2010,82.8,0.941,5.77,82000.0,74.1,14.5,High income,CHE,4.8
Switzerland,Europe,2011,83.0,0.941,5.19,82700.0,74.2,14.6,High income,CHE,4.4
Switzerland,Europe,2012,83.1,0.944,5.28,82800.0,74.9,14.7,High income,CHE,4.48
Switzerland,Europe,2013,83.3,0.946,5.33,83300.0,74.7,15.1,High income,CHE,4.75
Switzerland,Europe,2014,83.5,0.942,4.78,84300.0,75.1,14.7,High income,CHE,4.83
Switzerland,Europe,2015,83.6,0.947,4.67,84800.0,75.8,15.0,High income,CHE,4.8
Switzerland,Europe,2016,83.8,0.947,4.68,85600.0,76.0,14.1,High income,CHE,4.92
Switzerland,Europe,2017,83.9,0.949,4.52,86100.0,76.4,14.6,High income,CHE,4.8
Switzerland,Europe,2018,83.9,0.955,4.33,88000.0,76.5,14.5,High income,CHE,4.71
Tanzania,Africa,2000,53.4,0.39,0.0768,522.0,14.2,8.9,Lower middle income,TZA,3.06
Tanzania,Africa,2001,54.0,0.397,0.0885,540.0,14.8,7.9,Lower middle income,TZA,2.99
Tanzania,Africa,2002,54.6,0.407,0.0988,562.0,16.1,7.0,Lower middle income,TZA,3.04
Tanzania,Africa,2003,55.3,0.416,0.102,583.0,17.5,6.4,Lower middle income,TZA,3.11
Tanzania,Africa,2004,55.9,0.426,0.113,610.0,19.0,5.8,Lower middle income,TZA,3.16
Tanzania,Africa,2005,56.5,0.437,0.14,637.0,20.6,5.4,Lower middle income,TZA,3.23
Tanzania,Africa,2006,57.3,0.447,0.149,660.0,22.3,5.3,Lower middle income,TZA,3.3
Tanzania,Africa,2007,58.5,0.456,0.14,685.0,22.7,5.4,Lower middle income,TZA,3.03
Tanzania,Africa,2008,59.6,0.465,0.142,704.0,23.0,5.8,Lower middle income,TZA,2.77
Tanzania,Africa,2009,60.3,0.474,0.132,720.0,23.4,5.5,Lower middle income,TZA,2.5
Tanzania,Africa,2010,61.1,0.481,0.154,743.0,23.8,5.0,Lower middle income,TZA,2.99
Tanzania,Africa,2011,61.7,0.487,0.171,777.0,24.3,4.8,Lower middle income,TZA,3.47
Tanzania,Africa,2012,62.7,0.496,0.196,788.0,24.7,4.3,Lower middle income,TZA,3.23
Tanzania,Africa,2013,63.7,0.497,0.225,817.0,25.2,4.4,Lower middle income,TZA,2.93
Tanzania,Africa,2014,64.5,0.504,0.225,846.0,25.7,4.2,Lower middle income,TZA,2.12
Tanzania,Africa,2015,65.1,0.514,0.244,872.0,26.2,4.2,Lower middle income,TZA,2.14
Tanzania,Africa,2016,65.5,0.52,0.219,904.0,26.8,4.2,Lower middle income,TZA,2.16
Tanzania,Africa,2017,66.0,0.523,0.222,937.0,27.4,4.2,Lower middle income,TZA,2.18
Tanzania,Africa,2018,66.7,0.524,0.222,959.0,27.9,4.2,Lower middle income,TZA,2.21
Thailand,Asia,2000,71.8,0.652,2.71,3520.0,32.2,12.0,Upper middle income,THA,2.39
Thailand,Asia,2001,72.8,0.66,2.87,3610.0,35.1,10.9,Upper middle income,THA,2.6
Thailand,Asia,2002,73.1,0.669,3.0,3800.0,36.2,11.0,Upper middle income,THA,1.82
Thailand,Asia,2003,73.6,0.677,3.15,4040.0,37.3,10.7,Upper middle income,THA,1.54
Thailand,Asia,2004,73.7,0.686,3.36,4260.0,38.5,10.5,Upper middle income,THA,1.51
Thailand,Asia,2005,74.8,0.696,3.43,4410.0,38.9,9.1,Upper middle income,THA,1.35
Thailand,Asia,2006,75.4,0.697,3.46,4600.0,38.3,8.9,Upper middle income,THA,1.22
Thailand,Asia,2007,76.0,0.714,3.49,4830.0,38.5,8.4,Upper middle income,THA,1.18
Thailand,Asia,2008,76.5,0.718,3.43,4880.0,39.1,8.1,Upper middle income,THA,1.18
Thailand,Asia,2009,76.9,0.722,3.64,4830.0,40.2,8.0,Upper middle income,THA,0.95
Thailand,Asia,2010,77.0,0.724,3.82,5160.0,41.1,8.1,Upper middle income,THA,0.62
Thailand,Asia,2011,77.4,0.733,3.76,5180.0,39.6,8.0,Upper middle income,THA,0.66
Thailand,Asia,2012,77.7,0.737,3.99,5530.0,38.0,7.9,Upper middle income,THA,0.58
Thailand,Asia,2013,78.0,0.734,4.17,5650.0,38.0,7.5,Upper middle income,THA,0.25
Thailand,Asia,2014,78.1,0.742,4.07,5690.0,43.0,7.8,Upper middle income,THA,0.58
Thailand,Asia,2015,78.2,0.749,4.1,5840.0,44.0,8.0,Upper middle income,THA,0.6
Thailand,Asia,2016,78.0,0.756,4.07,6020.0,45.2,8.5,Upper middle income,THA,0.69
Thailand,Asia,2017,78.2,0.765,4.12,6250.0,45.7,8.4,Upper middle income,THA,0.83
Thailand,Asia,2018,78.3,0.772,4.15,6490.0,45.1,8.8,Upper middle income,THA,0.77
Tunisia,Africa,2000,74.3,0.651,2.03,2690.0,48.0,3.7,Lower middle income,TUN,14.94
Tunisia,Africa,2001,74.5,0.659,2.1,2770.0,48.2,3.7,Lower middle income,TUN,14.4
Tunisia,Africa,2002,74.7,0.664,2.08,2790.0,48.6,3.8,Lower middle income,TUN,14.55
Tunisia,Africa,2003,74.9,0.671,2.11,2890.0,48.8,3.8,Lower middle income,TUN,14.51
Tunisia,Africa,2004,75.1,0.681,2.19,3050.0,48.8,3.7,Lower middle income,TUN,14.23
